,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
45651,2016,2016,GA,Georgia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,65.4,65.4,,,63.1,67.6,Gender,Female,,,,,"(32.83968109300048, -83.62758034599966)",,13,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45652,2016,2016,HI,Hawaii,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,75.0,75.0,,,73.1,76.9,Gender,Female,,,,,"(21.304850435000446, -157.85774940299973)",,15,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45653,2016,2016,ID,Idaho,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,66.1,66.1,,,63.5,68.6,Gender,Female,,,,,"(43.682630005000476, -114.3637300419997)",,16,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45654,2016,2016,IL,Illinois,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,69.6,69.6,,,67.4,71.8,Gender,Female,,,,,"(40.48501028300046, -88.99771017799969)",,17,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45655,2016,2016,IN,Indiana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,66.1,66.1,,,64.3,67.8,Gender,Female,,,,,"(39.766910452000445, -86.14996019399968)",,18,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45656,2016,2016,IA,Iowa,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,74.7,74.7,,,72.8,76.5,Gender,Female,,,,,"(42.46940091300047, -93.81649055599968)",,19,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45657,2016,2016,KS,Kansas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,70.0,70.0,,,68.5,71.5,Gender,Female,,,,,"(38.34774030000045, -98.20078122699965)",,20,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45658,2016,2016,KY,Kentucky,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,65.2,65.2,,,63.2,67.1,Gender,Female,,,,,"(37.645970271000465, -84.77497104799966)",,21,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45659,2016,2016,LA,Louisiana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,57.8,57.8,,,54.9,60.7,Gender,Female,,,,,"(31.31266064400046, -92.44568007099969)",,22,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45660,2016,2016,ME,Maine,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,66.5,66.5,,,64.4,68.4,Gender,Female,,,,,"(45.254228894000505, -68.98503133599962)",,23,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45661,2016,2016,MD,Maryland,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,71.2,71.2,,,69.7,72.6,Gender,Female,,,,,"(39.29058096400047, -76.60926011099963)",,24,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45662,2016,2016,MA,Massachusetts,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,76.8,76.8,,,74.9,78.6,Gender,Female,,,,,"(42.27687047000046, -72.08269067499964)",,25,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45663,2016,2016,MI,Michigan,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,73.7,73.7,,,72.3,75.1,Gender,Female,,,,,"(44.6613195430005, -84.71439026999968)",,26,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45664,2016,2016,MN,Minnesota,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,77.7,77.7,,,76.6,78.8,Gender,Female,,,,,"(46.35564873600049, -94.79420050299967)",,27,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45665,2016,2016,MS,Mississippi,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,60.7,60.7,,,58.3,63.0,Gender,Female,,,,,"(32.745510099000455, -89.53803082499968)",,28,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45666,2016,2016,MO,Missouri,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,62.4,62.4,,,59.9,64.8,Gender,Female,,,,,"(38.635790776000476, -92.56630005299968)",,29,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45667,2016,2016,MT,Montana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,69.8,69.8,,,67.3,72.2,Gender,Female,,,,,"(47.06652897200047, -109.42442064499971)",,30,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45668,2016,2016,NE,Nebraska,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,71.4,71.4,,,69.8,73.0,Gender,Female,,,,,"(41.6410409880005, -99.36572062299967)",,31,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45669,2016,2016,NV,Nevada,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,63.0,63.0,,,60.0,65.9,Gender,Female,,,,,"(39.493240390000494, -117.07184056399967)",,32,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45670,2016,2016,NH,New Hampshire,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,73.5,73.5,,,71.2,75.7,Gender,Female,,,,,"(43.65595011300047, -71.50036091999965)",,33,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45671,2016,2016,NJ,New Jersey,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,77.2,77.2,,,75.2,79.2,Gender,Female,,,,,"(40.13057004800049, -74.27369128799967)",,34,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45672,2016,2016,NM,New Mexico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,65.8,65.8,,,63.4,68.1,Gender,Female,,,,,"(34.52088095200048, -106.24058098499967)",,35,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45673,2016,2016,NY,New York,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,71.0,71.0,,,69.6,72.3,Gender,Female,,,,,"(42.82700103200045, -75.54397042699964)",,36,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45674,2016,2016,NC,North Carolina,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,66.8,66.8,,,64.8,68.7,Gender,Female,,,,,"(35.466220975000454, -79.15925046299964)",,37,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45675,2016,2016,ND,North Dakota,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,71.1,71.1,,,68.7,73.4,Gender,Female,,,,,"(47.47531977900047, -100.11842104899966)",,38,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45676,2016,2016,OH,Ohio,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,71.8,71.8,,,70.1,73.5,Gender,Female,,,,,"(40.06021014100048, -82.40426005599966)",,39,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45677,2016,2016,OK,Oklahoma,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,61.8,61.8,,,59.8,63.9,Gender,Female,,,,,"(35.47203135600046, -97.52107021399968)",,40,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45678,2016,2016,OR,Oregon,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,69.4,69.4,,,67.4,71.4,Gender,Female,,,,,"(44.56744942400047, -120.15503132599969)",,41,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45679,2016,2016,PA,Pennsylvania,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,69.5,69.5,,,67.4,71.5,Gender,Female,,,,,"(40.79373015200048, -77.86070029399963)",,42,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45680,2016,2016,RI,Rhode Island,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,76.9,76.9,,,74.6,79.0,Gender,Female,,,,,"(41.70828019300046, -71.52247031399963)",,44,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45681,2016,2016,SC,South Carolina,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,61.4,61.4,,,59.6,63.1,Gender,Female,,,,,"(33.998821303000454, -81.04537120699968)",,45,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45682,2016,2016,SD,South Dakota,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,75.5,75.5,,,72.8,78.0,Gender,Female,,,,,"(44.353130053000484, -100.3735306369997)",,46,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45683,2016,2016,TN,Tennessee,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,60.9,60.9,,,58.5,63.3,Gender,Female,,,,,"(35.68094058000048, -85.77449091399967)",,47,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45684,2016,2016,TX,Texas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,60.5,60.5,,,58.1,62.9,Gender,Female,,,,,"(31.827240407000488, -99.42677020599967)",,48,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45685,2016,2016,UT,Utah,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,76.3,76.3,,,74.7,77.8,Gender,Female,,,,,"(39.360700171000474, -111.58713063499971)",,49,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45686,2016,2016,VT,Vermont,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,76.6,76.6,,,74.6,78.5,Gender,Female,,,,,"(43.62538123900049, -72.51764079099962)",,50,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45687,2016,2016,VA,Virginia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,72.4,72.4,,,70.7,74.1,Gender,Female,,,,,"(37.54268067400045, -78.45789046299967)",,51,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45688,2016,2016,WA,Washington,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,70.3,70.3,,,68.9,71.7,Gender,Female,,,,,"(47.52227862900048, -120.47001078999972)",,53,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45689,2016,2016,WV,West Virginia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,60.5,60.5,,,58.7,62.3,Gender,Female,,,,,"(38.66551020200046, -80.71264013499967)",,54,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45690,2016,2016,WI,Wisconsin,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,75.3,75.3,,,73.0,77.5,Gender,Female,,,,,"(44.39319117400049, -89.81637074199966)",,55,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45691,2016,2016,WY,Wyoming,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,69.5,69.5,,,66.4,72.4,Gender,Female,,,,,"(43.23554134300048, -108.10983035299967)",,56,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45692,2016,2016,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,58.0,58.0,,,52.9,62.9,Gender,Female,,,,,"(13.444304, 144.793731)",,66,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45693,2016,2016,PR,Puerto Rico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,72.6,72.6,,,70.6,74.6,Gender,Female,,,,,"(18.220833, -66.590149)",,72,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45694,2016,2016,VI,Virgin Islands,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Crude Prevalence,52.6,52.6,,,47.2,57.9,Gender,Female,,,,,"(18.335765, -64.896335)",,78,ORH,ORH1_1,CRDPREV,GENDER,GENF,,,,
45695,2016,2016,US,United States,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,69.9,69.9,*,50 States + DC: US Median,66.3,71.4,Gender,Female,,,,,,,59,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45696,2016,2016,AL,Alabama,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,63.1,63.1,,,61.0,65.2,Gender,Female,,,,,"(32.84057112200048, -86.63186076199969)",,1,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45697,2016,2016,AK,Alaska,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,71.0,71.0,,,67.1,74.7,Gender,Female,,,,,"(64.84507995700051, -147.72205903599973)",,2,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45698,2016,2016,AZ,Arizona,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,62.6,62.6,,,60.3,64.9,Gender,Female,,,,,"(34.865970280000454, -111.76381127699972)",,4,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45699,2016,2016,AR,Arkansas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,59.9,59.9,,,56.5,63.3,Gender,Female,,,,,"(34.74865012400045, -92.27449074299966)",,5,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45700,2016,2016,CA,California,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,69.9,69.9,,,68.3,71.4,Gender,Female,,,,,"(37.63864012300047, -120.99999953799971)",,6,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45701,2016,2016,CO,Colorado,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,71.4,71.4,,,69.9,72.8,Gender,Female,,,,,"(38.843840757000464, -106.13361092099967)",,8,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45702,2016,2016,CT,Connecticut,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,80.0,80.0,,,78.3,81.6,Gender,Female,,,,,"(41.56266102000046, -72.64984095199964)",,9,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45703,2016,2016,DE,Delaware,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,68.0,68.0,,,64.9,70.9,Gender,Female,,,,,"(39.008830667000495, -75.57774116799965)",,10,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45704,2016,2016,DC,District of Columbia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,79.7,79.7,,,77.5,81.8,Gender,Female,,,,,"(38.907192, -77.036871)",,11,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45705,2016,2016,FL,Florida,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,64.9,64.9,,,63.3,66.4,Gender,Female,,,,,"(28.932040377000476, -81.92896053899966)",,12,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45706,2016,2016,GA,Georgia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,65.6,65.6,,,63.2,67.9,Gender,Female,,,,,"(32.83968109300048, -83.62758034599966)",,13,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45707,2016,2016,HI,Hawaii,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,74.7,74.7,,,72.7,76.7,Gender,Female,,,,,"(21.304850435000446, -157.85774940299973)",,15,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45708,2016,2016,ID,Idaho,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,66.1,66.1,,,63.4,68.8,Gender,Female,,,,,"(43.682630005000476, -114.3637300419997)",,16,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45709,2016,2016,IL,Illinois,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,69.6,69.6,,,67.3,71.9,Gender,Female,,,,,"(40.48501028300046, -88.99771017799969)",,17,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45710,2016,2016,IN,Indiana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,66.3,66.3,,,64.3,68.1,Gender,Female,,,,,"(39.766910452000445, -86.14996019399968)",,18,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45711,2016,2016,IA,Iowa,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,75.1,75.1,,,73.1,77.0,Gender,Female,,,,,"(42.46940091300047, -93.81649055599968)",,19,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45712,2016,2016,KS,Kansas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,69.9,69.9,,,68.4,71.5,Gender,Female,,,,,"(38.34774030000045, -98.20078122699965)",,20,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45713,2016,2016,KY,Kentucky,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,65.6,65.6,,,63.5,67.7,Gender,Female,,,,,"(37.645970271000465, -84.77497104799966)",,21,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45714,2016,2016,LA,Louisiana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,58.2,58.2,,,55.1,61.2,Gender,Female,,,,,"(31.31266064400046, -92.44568007099969)",,22,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45715,2016,2016,ME,Maine,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,66.0,66.0,,,63.6,68.4,Gender,Female,,,,,"(45.254228894000505, -68.98503133599962)",,23,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45716,2016,2016,MD,Maryland,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,71.0,71.0,,,69.4,72.6,Gender,Female,,,,,"(39.29058096400047, -76.60926011099963)",,24,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45717,2016,2016,MA,Massachusetts,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,77.1,77.1,,,75.1,78.9,Gender,Female,,,,,"(42.27687047000046, -72.08269067499964)",,25,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45718,2016,2016,MI,Michigan,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,73.5,73.5,,,71.9,75.0,Gender,Female,,,,,"(44.6613195430005, -84.71439026999968)",,26,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45719,2016,2016,MN,Minnesota,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,77.7,77.7,,,76.5,78.8,Gender,Female,,,,,"(46.35564873600049, -94.79420050299967)",,27,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45720,2016,2016,MS,Mississippi,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,61.3,61.3,,,58.8,63.7,Gender,Female,,,,,"(32.745510099000455, -89.53803082499968)",,28,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45721,2016,2016,MO,Missouri,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,62.4,62.4,,,59.6,65.0,Gender,Female,,,,,"(38.635790776000476, -92.56630005299968)",,29,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45722,2016,2016,MT,Montana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,69.9,69.9,,,67.2,72.5,Gender,Female,,,,,"(47.06652897200047, -109.42442064499971)",,30,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45723,2016,2016,NE,Nebraska,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,71.4,71.4,,,69.7,73.1,Gender,Female,,,,,"(41.6410409880005, -99.36572062299967)",,31,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45724,2016,2016,NV,Nevada,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,62.4,62.4,,,59.3,65.4,Gender,Female,,,,,"(39.493240390000494, -117.07184056399967)",,32,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45725,2016,2016,NH,New Hampshire,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,72.5,72.5,,,69.8,75.1,Gender,Female,,,,,"(43.65595011300047, -71.50036091999965)",,33,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45726,2016,2016,NJ,New Jersey,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,77.7,77.7,,,75.5,79.8,Gender,Female,,,,,"(40.13057004800049, -74.27369128799967)",,34,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45727,2016,2016,NM,New Mexico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,65.4,65.4,,,62.9,67.8,Gender,Female,,,,,"(34.52088095200048, -106.24058098499967)",,35,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45728,2016,2016,NY,New York,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,71.1,71.1,,,69.6,72.5,Gender,Female,,,,,"(42.82700103200045, -75.54397042699964)",,36,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45729,2016,2016,NC,North Carolina,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,66.9,66.9,,,64.8,68.9,Gender,Female,,,,,"(35.466220975000454, -79.15925046299964)",,37,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45730,2016,2016,ND,North Dakota,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,71.4,71.4,,,68.9,73.7,Gender,Female,,,,,"(47.47531977900047, -100.11842104899966)",,38,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45731,2016,2016,OH,Ohio,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,72.4,72.4,,,70.5,74.2,Gender,Female,,,,,"(40.06021014100048, -82.40426005599966)",,39,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45732,2016,2016,OK,Oklahoma,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,61.6,61.6,,,59.4,63.8,Gender,Female,,,,,"(35.47203135600046, -97.52107021399968)",,40,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45733,2016,2016,OR,Oregon,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,69.0,69.0,,,66.8,71.2,Gender,Female,,,,,"(44.56744942400047, -120.15503132599969)",,41,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45734,2016,2016,PA,Pennsylvania,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,69.3,69.3,,,67.0,71.5,Gender,Female,,,,,"(40.79373015200048, -77.86070029399963)",,42,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45735,2016,2016,RI,Rhode Island,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,76.8,76.8,,,74.3,79.2,Gender,Female,,,,,"(41.70828019300046, -71.52247031399963)",,44,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45736,2016,2016,SC,South Carolina,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,61.8,61.8,,,59.8,63.7,Gender,Female,,,,,"(33.998821303000454, -81.04537120699968)",,45,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45737,2016,2016,SD,South Dakota,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,76.2,76.2,,,73.4,78.9,Gender,Female,,,,,"(44.353130053000484, -100.3735306369997)",,46,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45738,2016,2016,TN,Tennessee,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,61.1,61.1,,,58.5,63.6,Gender,Female,,,,,"(35.68094058000048, -85.77449091399967)",,47,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45739,2016,2016,TX,Texas,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,60.5,60.5,,,58.1,62.9,Gender,Female,,,,,"(31.827240407000488, -99.42677020599967)",,48,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
45740,2016,2016,UT,Utah,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,,%,Age-adjusted Prevalence,76.4,76.4,,,74.9,77.9,Gender,Female,,,,,"(39.360700171000474, -111.58713063499971)",,49,ORH,ORH1_1,AGEADJPREV,GENDER,GENF,,,,
